target_id	length	eff_length	est_counts	tpm
NM_001375648.1	5096	4855.87	253.186	3.17435
NM_001375649.1	5145	4904.87	37.501	0.465476
NM_001375650.1	5369	5128.87	71.0221	0.843052
NM_001375651.1	3597	3356.87	684.028	12.4057
NM_001375652.1	3786	3545.87	93.4732	1.6049
NM_001375653.1	7261	7020.87	559.748	4.85382
NM_001375654.1	5592	5351.87	2	0.0227513
NM_001375655.1	5942	5701.87	198.296	2.11729
NM_001375657.2	1544	1303.87	1	0.0466927
NM_001375658.1	2185	1944.87	1793.3	56.1366
NM_001375659.1	1610	1369.87	161.475	7.17643
NM_001375660.1	1591	1350.87	0.0393734	0.00177449
NM_001375661.1	3767	3526.87	285.407	4.92672
NM_001375662.1	6563	6322.87	422.82	4.07121
NM_001375663.1	6691	6450.87	965.544	9.11247
NM_001375664.1	6329	6088.87	81.8983	0.818881
NM_001375665.1	6457	6216.87	508.528	4.97996
NM_001375666.1	6403	6162.87	7.34952	0.0726037
NM_001375667.1	6275	6034.87	11.5863	0.116885
NM_001375668.1	6215	5974.87	8.1918	0.0834706
NM_001375669.1	6343	6102.87	13.545	0.135122
NM_001375670.1	6567	6326.87	2834.83	27.2785
NM_001375671.1	6564	6323.87	614.967	5.9204
NM_001375672.1	6341	6100.87	46.0753	0.459789
NM_001375673.1	6561	6320.87	481.96	4.64212
NM_001375674.1	6338	6097.87	9.2913	0.0927643
NM_001375675.1	6549	6308.87	792.708	7.6497
NM_001375676.1	6599	6358.87	104.078	0.996467
NM_001375677.1	6477	6236.87	548.325	5.35247
NM_001375678.1	6465	6224.87	0.00283319	2.77094e-05
NM_001375679.1	6643	6402.87	229.128	2.17865
NM_001375680.1	6420	6179.87	644.945	6.35369
NM_001375681.1	6417	6176.87	138.881	1.36885
NM_001375682.1	6414	6173.87	104.42	1.0297
NM_001375683.1	6402	6161.87	36.6155	0.361772
NM_001375684.1	6399	6158.87	12.5892	0.124445
NM_001375685.1	6378	6137.87	32.7631	0.324975
NM_001375686.1	6140	5899.87	67.4866	0.696398
NM_001375687.1	6363	6122.87	86.9428	0.864493
NM_001375688.1	6360	6119.87	25.5835	0.254507
NM_001375689.1	6137	5896.87	3.4244	0.0353546
NM_001375690.1	6357	6116.87	1.45158	0.0144476
NM_001375691.1	6556	6315.87	333.756	3.2172
NM_001375692.1	6333	6092.87	1320.81	13.1978
NM_001375693.1	6330	6089.87	142.176	1.42135
NM_001375694.1	7219	6978.87	0	0
NM_001375695.1	6545	6304.87	97.7839	0.944222
NM_001375696.1	6324	6083.87	145.527	1.45629
NM_001375697.1	7195	6954.87	0	0
NM_001375698.1	6315	6074.87	72.3214	0.72479
NM_001375699.1	6312	6071.87	12.4642	0.124975
NM_001375700.1	7183	6942.87	347.558	3.04769
NM_001375701.1	7183	6942.87	117.371	1.02921
NM_001375702.1	6312	6071.87	1.12278	0.0112579
NM_001375703.1	7117	6876.87	0	0
NM_001375704.1	2635	2394.87	68.417	1.73926
NM_001375705.1	7165	6924.87	0	0
NM_001375706.1	6279	6038.87	204.332	2.05998
NM_001375707.1	6276	6035.87	7.66092	0.0772722
NM_001375708.1	6053	5812.87	24.1651	0.253093
NM_001375709.1	6050	5809.87	0.782613	0.00820093
NM_001375710.1	6273	6032.87	9.11646	0.0919994
NM_001375711.1	6476	6235.87	464.928	4.53912
NM_001375712.1	2602	2361.87	1.47432e-06	3.80032e-08
NM_001375713.1	7035	6794.87	56.078	0.502452
NM_001375714.1	6252	6011.87	8.22633	0.0833066
NM_001375715.1	6374	6133.87	93.3636	0.926671
NM_001375716.1	6385	6144.87	1889.5	18.7205
NM_001375717.1	6457	6216.87	0.0483044	0.000473039
NM_001375718.1	6382	6141.87	989.396	9.80736
NM_001375719.1	6445	6204.87	68.861	0.675652
NM_001375720.1	6323	6082.87	1053.82	10.5473
NM_001375721.1	6442	6201.87	2.11039	0.0207168
NM_001375722.1	6439	6198.87	0.122782	0.00120588
NM_001375723.1	6219	5978.87	242.97	2.47409
NM_001375724.1	6216	5975.87	6.59852e-05	6.72245e-07
NM_001375725.1	6213	5972.87	3.69311	0.0376437
NM_001375726.1	6210	5969.87	9.38187e-07	9.56769e-09
NM_001375727.1	6544	6303.87	297.821	2.87628
NM_001375728.1	6198	5957.87	41.1922	0.420927
NM_001375729.1	6541	6300.87	65.8248	0.636021
NM_001375730.1	6195	5954.87	2.14606	0.0219408
NM_001375731.1	6192	5951.87	0.611262	0.00625254
NM_001375732.1	6165	5924.87	13.7375	0.14116
NM_001375733.1	6147	5906.87	140.764	1.45083
NM_001375734.1	6362	6121.87	104.978	1.04399
NM_001375735.1	6356	6115.87	1.75224	0.0174429
NM_001375736.1	6138	5897.87	0	0
NM_001375737.1	2485	2244.87	0	0
NM_001375738.1	6132	5891.87	48.7392	0.503626
NM_001375739.1	6129	5888.87	5.11185e-06	5.28481e-08
NM_001375740.1	6126	5885.87	1.47095	0.015215
NM_001375741.1	6111	5870.87	4.21664	0.0437267
NM_001375742.1	6326	6085.87	8.68143	0.0868462
NM_001375743.1	5885	5644.87	0.389389	0.00419965
NM_001375744.1	6102	5861.87	0	0
NM_001375745.1	6448	6207.87	266.917	2.61768
NM_001375746.1	6099	5858.87	0	0
NM_001375747.1	6292	6051.87	0	0
NM_001375748.1	6269	6028.87	0.599881	0.00605776
NM_001375749.1	6042	5801.87	0	0
NM_001375750.1	6251	6010.87	3.06954e-06	3.10898e-08
NM_001375751.1	6212	5971.87	2.11192e-06	2.15302e-08
NM_001375752.1	5964	5723.87	43.692	0.464724
NM_001375753.1	6030	5789.87	0.264155	0.00277761
NM_001375754.1	6351	6110.87	0.00787287	7.84354e-05
NM_001375755.1	5906	5665.87	6.1596	0.0661863
NM_001375756.1	9392	9151.87	660.57	4.39432
NM_001375758.1	3650	3409.87	919.291	16.4134
NM_001375759.1	6824	6583.87	334.578	3.09384
NM_001375760.1	5814	5573.87	603.07	6.58709
NM_001375761.1	5987	5746.87	0	0
NM_001375762.1	6651	6410.87	2.11777e-06	2.01115e-08
NM_001375763.1	6068	5827.87	4.10555e-07	4.28888e-09
NM_001375764.1	5941	5700.87	42.9446	0.458617
NM_001375765.1	6559	6318.87	1099.93	10.5976
NM_001375766.1	5976	5735.87	1575.34	16.7209
NM_001375767.1	6576	6335.87	0.000567261	5.45079e-06
NM_001375768.1	6573	6332.87	372.041	3.57662
NM_001375769.1	3259	3018.87	77.0662	1.55418
NM_001375771.1	5740	5499.87	173.837	1.9243
NM_001375772.1	5782	5541.87	161.593	1.7752
NM_001375773.1	9883	9642.87	78.2653	0.494134
NM_001375774.1	9483	9242.87	87.0946	0.573676
NM_001375775.1	9983	9742.87	0	0
NM_001375776.1	10107	9866.87	211.59	1.30556
NM_001375778.1	9915	9674.87	401.95	2.52935
NM_001375779.1	9222	8981.87	124.658	0.844959
NM_001375780.1	9710	9469.87	0.0136967	8.80549e-05
NM_001375781.1	5279	5038.87	0	0
NM_001375783.1	2894	2653.87	250.058	5.73646
NM_001375784.1	2800	2559.87	0	0
NM_001375785.1	2785	2544.87	0	0
NM_001375786.1	2807	2566.87	0	0
NM_001375787.1	2696	2455.87	0	0
NM_001375788.1	2826	2585.87	30.3926	0.715557
NM_001375789.1	2736	2495.87	0	0
NM_001375790.1	2608	2367.87	9.07993	0.233457
NM_001375792.1	3911	3670.87	330.368	5.47913
NM_001375793.1	3857	3616.87	0	0
NM_001375794.1	3462	3221.87	0	0
NM_001375795.1	3661	3420.87	1.00381e-06	1.78648e-08
NM_001375796.1	3579	3338.87	0	0
NM_001375797.2	3633	3392.87	0.000136103	2.44221e-06
NM_001375798.1	2393	2152.87	0	0
NM_001375799.2	2471	2230.87	82.8352	2.2606
NM_001375800.1	6243	6002.87	1016.23	10.3066
NM_001375801.1	1325	1084.87	438.322	24.5979
NM_001375802.1	6123	5882.87	0	0
NM_001375803.1	5891	5650.87	13.6906	0.147499
NM_001375804.1	6296	6055.87	0	0
NM_001375805.1	6370	6129.87	48.1938	0.478655
NM_001375806.1	6067	5826.87	41.1028	0.429456
NM_001375807.1	5842	5601.87	0	0
NM_001375808.2	6052	5811.87	8187.07	85.762
NM_001375809.1	6102	5861.87	174.884	1.81634
NM_001375810.1	19730	19489.9	1990.11	6.21657
NM_001375811.1	19688	19447.9	578.13	1.80982
NM_001375812.1	19664	19423.9	1340.17	4.20055
NM_001375813.1	3846	3605.87	1292.5	21.8224
NM_001375814.1	3822	3581.87	726.368	12.3461
NM_001375815.1	6246	6005.87	2216.64	22.4699
NM_001375816.1	7165	6924.87	798.542	7.02051
NM_001375817.1	6770	6529.87	251.861	2.34822
NM_001375819.1	3473	3232.87	0	0
NM_001375820.1	6649	6408.87	2046.15	19.4374
NM_001375821.1	6646	6405.87	550.862	5.23537
NM_001375824.1	9204	8963.87	32.2443	0.218998
NM_001375825.1	9040	8799.87	0	0
NM_001375826.1	8933	8692.87	1069.49	7.49024
NM_001375827.1	8812	8571.87	1183.48	8.40558
NM_001375828.1	8933	8692.87	522.113	3.65666
NM_001375829.1	9201	8960.87	20.491	0.139218
NM_001375830.1	2991	2750.87	123.5	2.73326
NM_001375831.1	3023	2782.87	4004.95	87.6168
NM_001375832.1	4814	4573.87	69.4954	0.925028
NM_001375833.1	4751	4510.87	27.1827	0.366873
NM_001375834.1	4727	4486.87	20.6751	0.280534
NM_001375835.1	4238	3997.87	0	0
NM_001375836.1	1814	1573.87	10.5361	0.407561
NM_001375837.1	1762	1521.87	28.0282	1.12125
NM_001375838.1	1735	1494.87	30.1553	1.22813
NM_001375839.1	4233	3992.87	0	0
NM_001375841.1	7917	7676.87	309.677	2.45588
NM_001375842.1	7691	7450.87	1067.5	8.72257
NM_001375844.1	7921	7680.87	449.668	3.56422
NM_001375845.1	7738	7497.87	3518.13	28.5665
NM_001375847.1	4657	4416.87	225.606	3.1097
NM_001375848.1	1257	1016.87	27.8346	1.66649
NM_001375850.1	11343	11102.9	47.4881	0.260394
NM_001375851.1	11292	11051.9	64.8034	0.35698
NM_001375855.1	5016	4775.87	16.8829	0.215217
NM_001375856.1	4987	4746.87	215.218	2.76029
NM_001375857.1	5091	4850.87	0.211772	0.00265786
NM_001375858.1	4995	4754.87	0	0
NM_001375859.1	3927	3686.87	239.365	3.95262
NM_001375861.1	2815	2574.87	0	0
NM_001375862.1	2788	2547.87	19.7842	0.472743
NM_001375863.1	2731	2490.87	52.4314	1.28151
NM_001375864.1	4678	4437.87	20.0478	0.275027
NM_001375865.1	4268	4027.87	0	0
NM_001375866.1	4247	4006.87	324.894	4.93649
NM_001375867.1	4208	3967.87	20.0053	0.306952
NM_001375868.1	4154	3913.87	0	0
NM_001375869.1	4148	3907.87	17.1853	0.267731
NM_001375870.1	4236	3995.87	29.9223	0.455897
NM_001375871.1	4100	3859.87	0	0
NM_001375872.1	4097	3856.87	0	0
NM_001375873.1	4094	3853.87	0.275843	0.00435759
NM_001375874.1	4182	3941.87	0.561569	0.00867328
NM_001375875.1	1473	1232.87	6.87721	0.339608
NM_001375876.1	1419	1178.87	1.59626e-06	8.24367e-08
NM_001375877.1	2725	2484.87	383.448	9.39477
NM_001375878.1	2671	2430.87	19.42	0.486375
NM_001375879.1	2662	2421.87	187.158	4.70479
NM_001375880.1	3586	3345.87	0.142773	0.00259789
NM_001375881.1	3575	3334.87	10.5648	0.19287
NM_001375882.1	3526	3285.87	0	0
NM_001375883.1	7815	7574.87	0	0
NM_001375884.1	8297	8056.87	1.30698e-06	9.87606e-09
NM_001375885.1	8544	8303.87	52.5333	0.385156
NM_001375888.1	9136	8895.87	2627.99	17.9853
NM_001375889.1	9044	8803.87	1.50276	0.010392
NM_001375890.1	9404	9163.87	231.558	1.53838
NM_001375894.1	970	729.943	0.00914856	0.000763038
NM_001375895.1	4324	4083.87	167.677	2.49967
NM_001375896.1	2291	2050.87	220.124	6.53449
NM_001375897.1	2169	1928.87	6.65398	0.21002
NM_001375898.1	2265	2024.87	11.6282	0.34962
NM_001375899.1	2385	2144.87	0	0
NM_001375900.1	3222	2981.87	11195.2	228.573
NM_001375901.1	3247	3006.87	516.032	10.4483
NM_001375902.1	3222	2981.87	205.56	4.19695
NM_001375903.1	3165	2924.87	2847.7	59.2748
NM_001375904.1	3305	3064.87	6596.56	131.035
NM_001375905.1	6240	5999.87	0	0
NM_001375906.1	6287	6046.87	0	0
NM_001375907.1	6271	6030.87	0	0
NM_001375908.1	6180	5939.87	0	0
NM_001375910.1	6073	5832.87	0	0
NM_001375911.1	5541	5300.87	147.63	1.69554
NM_001375912.1	6556	6315.87	1037.54	10.0012
NM_001375913.1	5980	5739.87	209.732	2.22457
NM_001375918.1	7183	6942.87	0.0697201	0.000611366
NM_001375920.1	7013	6772.87	543.461	4.88515
NM_001375925.1	3286	3045.87	2.11197e-08	4.22142e-10
NM_001375926.1	3548	3307.87	10.0081	0.184198
NM_001375927.1	3388	3147.87	55.1942	1.06748
NM_001375928.1	3261	3020.87	0	0
NM_001375929.1	3833	3592.87	27.0614	0.458555
NM_001375930.1	3347	3106.87	1.86115	0.0364705
NM_001375931.1	3354	3113.87	0	0
NM_001375932.1	3530	3289.87	60.3199	1.11626
NM_001375933.1	3583	3342.87	16.6894	0.303951
NM_001375934.1	3624	3383.87	336.944	6.06215
NM_001375935.1	3456	3215.87	0	0
NM_001375936.1	3975	3734.87	30.266	0.493358
NM_001375937.1	3403	3162.87	0	0
NM_001375938.1	3522	3281.87	7.48591e-07	1.38869e-08
NM_001375939.1	3616	3375.87	121.591	2.1928
NM_001375940.1	3554	3313.87	0.0082631	0.000151806
NM_001375941.1	3701	3460.87	9.49099	0.166959
NM_001375942.1	3640	3399.87	11.2411	0.201293
NM_001375943.1	3546	3305.87	0	0
NM_001375944.1	3156	2915.87	0	0
NM_001375945.1	3209	2968.87	1.66838e-07	3.42127e-09
NM_001375946.1	3148	2907.87	0	0
NM_001375947.1	3021	2780.87	0	0
NM_001375948.1	3519	3278.87	0.149993	0.00278503
NM_001375949.1	3605	3364.87	0.357134	0.00646169
NM_001375950.1	3153	2912.87	0	0
NM_001375951.1	3665	3424.87	69.4825	1.23513
NM_001375952.1	3331	3090.87	0	0
NM_001375953.1	3416	3175.87	0	0
NM_001375954.1	4059	3818.87	2405.72	38.3524
NM_001375955.1	4716	4475.87	787.887	10.7169
NM_001375956.1	4081	3840.87	443.981	7.03748
NM_001375957.1	4287	4046.87	2002.41	30.1243
NM_001375958.1	4053	3812.87	793.939	12.677
NM_001375959.1	3870	3629.87	16.4842	0.276476
NM_001375960.1	9600	9359.87	11.0335	0.0717669
NM_001375961.1	9579	9338.87	7.92673e-07	5.16752e-09
NM_001375962.1	1454	1213.87	0	0
NM_001375963.1	1456	1215.87	14.6797	0.735043
NM_001375964.1	9342	9101.87	119.874	0.801822
NM_001375965.1	1130	889.867	0	0
NM_001375966.1	1171	930.867	6.20503	0.405825
NM_001375967.1	9330	9089.87	0.0283658	0.000189985
NM_001375968.1	9189	8948.87	0.0548054	0.000372853
NM_001375969.1	4191	3950.87	344.373	5.30664
NM_001375970.1	4188	3947.87	416.698	6.42601
NM_001375971.1	4101	3860.87	734.844	11.5876
NM_001375972.1	3975	3734.87	0	0
NM_001375973.1	3765	3524.87	8.87821	0.153343
NM_001375974.1	4821	4580.87	4072.09	54.1193
NM_001375975.1	4728	4487.87	447.751	6.07406
NM_001375976.1	4890	4649.87	808.865	10.5905
NM_001375977.1	784	546.145	0	0
NM_001375978.1	9179	8938.87	19.5763	0.133331
NM_001375979.1	9116	8875.87	28.5559	0.19587
NM_001375980.1	9017	8776.87	42.9882	0.298189
NM_001375981.1	9080	8839.87	0.000135964	9.364e-07
NM_001375982.1	9183	8942.87	0	0
NM_001375983.1	9220	8979.87	0	0
NM_001375984.1	9184	8943.87	0	0
NM_001375985.1	9121	8880.87	0	0
NM_001375986.1	4849	4608.87	78.0176	1.03058
NM_001375987.1	4674	4433.87	765.897	10.5165
NM_001375988.1	4740	4499.87	49.6311	0.671485
NM_001375989.1	4725	4484.87	0	0
NM_001375990.1	4699	4458.87	1306.24	17.8353
NM_001375991.1	1437	1196.87	40.6968	2.07013
NM_001375992.1	4821	4580.87	804.907	10.6974
NM_001375993.1	3097	2856.87	368.261	7.84781
NM_001375994.1	3122	2881.87	107.242	2.26555
NM_001375995.1	854	614.937	0	0
NM_001375996.1	1021	780.867	0	0
NM_001375997.1	951	711.087	3.09873	0.265304
NM_001375998.1	4326	4085.87	0.00015939	2.37497e-06
NM_001375999.1	4291	4050.87	228.483	3.43391
NM_001376.5	19940	19699.9	41639.3	128.683
NM_001376000.2	4555	4314.87	0	0
NM_001376001.1	4389	4148.87	214.102	3.14177
NM_001376002.1	4240	3999.87	28.5742	0.434922
NM_001376003.1	4344	4103.87	0	0
NM_001376005.1	3889	3648.87	0	0
NM_001376006.1	3785	3544.87	0	0
NM_001376007.1	5139	4898.87	5.21009e-06	6.47489e-08
NM_001376008.1	5093	4852.87	1.31199e-08	1.64595e-10
NM_001376009.1	5021	4780.87	50.2655	0.640096
NM_001376010.1	5181	4940.87	15.3473	0.189109
NM_001376011.1	5092	4851.87	0	0
NM_001376013.1	6031	5790.87	2.14849	0.0225877
NM_001376014.1	5962	5721.87	227.606	2.42174
NM_001376015.1	5926	5685.87	1.11615e-06	1.19511e-08
NM_001376016.1	4652	4411.87	0.103892	0.00143365
NM_001376017.1	5850	5609.87	0.00292209	3.1712e-05
NM_001376018.1	5847	5606.87	0.155274	0.00168601
NM_001376019.1	5835	5594.87	3.48321	0.0379029
NM_001376020.1	5832	5591.87	183.624	1.9992
NM_001376021.1	5688	5447.87	5.80857	0.064912
NM_001376022.1	5925	5684.87	87.1132	0.932923
NM_001376023.1	4546	4305.87	13.3844	0.189244
NM_001376024.1	5744	5503.87	0.121226	0.00134094
NM_001376025.1	5729	5488.87	162.84	1.80618
NM_001376026.1	5636	5395.87	0.000256477	2.89381e-06
NM_001376027.1	5582	5341.87	304.723	3.47292
NM_001376028.1	5579	5338.87	2.61494	0.0298192
NM_001376029.1	3130	2889.87	716.74	15.0996
NM_001376030.1	3269	3028.87	0	0
NM_001376032.1	3007	2766.87	0.000484877	1.0669e-05
NM_001376033.1	2807	2566.87	0	0
NM_001376036.1	2835	2594.87	10.3279	0.242315
NM_001376037.1	2958	2717.87	29.5357	0.661609
NM_001376039.1	2678	2437.87	201.694	5.03693
NM_001376040.1	2997	2756.87	26.5437	0.586177
NM_001376041.1	2717	2476.87	5.33924	0.131238
NM_001376049.1	6125	5884.87	933.474	9.65713
NM_001376050.1	6960	6719.87	181.07	1.64047
NM_001376051.1	6948	6707.87	0.000650199	5.90125e-06
NM_001376052.1	6621	6380.87	0	0
NM_001376053.1	5867	5626.87	0	0
NM_001376054.1	5632	5391.87	0	0
NM_001376055.1	6774	6533.87	358.518	3.34058
NM_001376056.1	3626	3385.87	489.171	8.79575
NM_001376057.1	6711	6470.87	2.8779e-06	2.70767e-08
NM_001376058.1	1317	1076.87	16.7206	0.945305
NM_001376059.1	1149	908.867	0	0
NM_001376060.1	1212	971.867	0	0
NM_001376061.1	1877	1636.87	7.49711	0.278845
NM_001376062.1	4204	3963.87	81.3566	1.24956
NM_001376063.1	4597	4356.87	0.000109296	1.52725e-06
NM_001376064.1	4456	4215.87	239.314	3.45591
NM_001376065.1	4312	4071.87	64.0939	0.958308
NM_001376066.1	4144	3903.87	65.8938	1.02762
NM_001376067.1	4416	4175.87	12.8805	0.187788
NM_001376068.1	4413	4172.87	25.7315	0.375416
NM_001376069.1	4123	3882.87	1.10707e-08	1.73582e-10
NM_001376070.1	4063	3822.87	10.5928	0.168696
NM_001376071.1	4060	3819.87	122.144	1.94673
NM_001376072.1	4074	3833.87	5.37066	0.085285
NM_001376073.1	3913	3672.87	127.344	2.11084
NM_001376074.1	3853	3612.87	276.738	4.66337
NM_001376075.1	4125	3884.87	16.3077	0.255563
NM_001376077.1	2073	1832.87	0	0
NM_001376078.1	2077	1836.87	0	0
NM_001376079.1	2191	1950.87	23.9363	0.746985
NM_001376080.1	2028	1787.87	0	0
NM_001376081.1	2063	1822.87	0	0
NM_001376082.1	2226	1985.87	17.0465	0.522598
NM_001376083.1	2195	1954.87	0	0
NM_001376084.1	1846	1605.87	1.55907e-05	5.91068e-07
NM_001376085.1	1964	1723.87	1.93238	0.0682449
NM_001376086.1	4469	4228.87	21.8518	0.31459
NM_001376087.1	4147	3906.87	0	0
NM_001376088.1	2068	1827.87	13.4032	0.446424
NM_001376089.1	4066	3825.87	164.836	2.62304
NM_001376090.1	4003	3762.87	9.28623	0.150246
NM_001376091.1	4187	3946.87	3.56655	0.0550146
NM_001376092.1	1905	1664.87	0	0
NM_001376093.1	3793	3552.87	0	0
NM_001376094.1	1669	1428.87	15.176	0.646618
NM_001376095.1	1827	1586.87	88.8801	3.40994
NM_001376097.1	1966	1725.87	0	0
NM_001376098.1	1803	1562.87	0	0
NM_001376099.1	1894	1653.87	0	0
NM_001376100.1	1731	1490.87	4.12776	0.168561
NM_001376101.1	1976	1735.87	0	0
NM_001376106.1	3223	2982.87	294.141	6.00348
NM_001376107.1	3677	3436.87	454.634	8.05344
NM_001376109.1	3315	3074.87	484.131	9.58559
NM_001376110.1	6876	6635.87	327.803	3.00745
NM_001376111.1	6961	6720.87	267.792	2.42579
NM_001376112.1	8010	7769.87	4.3727e-06	3.42624e-08
NM_001376113.1	8014	7773.87	0.600332	0.00470151
NM_001376114.1	8259	8018.87	0.26672	0.002025
NM_001376115.1	7951	7710.87	0	0
NM_001376116.1	8046	7805.87	0	0
NM_001376117.1	8112	7871.87	0.02499	0.000193272
NM_001376118.1	8137	7896.87	0.251974	0.0019426
NM_001376119.1	7885	7644.87	0	0
NM_001376120.1	7909	7668.87	0	0
NM_001376121.1	8415	8174.87	5.43852e-06	4.05025e-08
NM_001376122.1	8215	7974.87	171.444	1.30882
NM_001376123.1	8382	8141.87	81.7695	0.611434
NM_001376124.1	8357	8116.87	8.97196	0.0672947
NM_001376125.1	8042	7801.87	5.00036e-06	3.90198e-08
NM_001376126.1	7891	7650.87	27.0468	0.215223
NM_001376127.1	7646	7405.87	1.38006	0.011345
NM_001376128.1	7769	7528.87	1.98704e-05	1.60679e-07
NM_001376129.1	2970	2729.87	3.58692e-06	7.9995e-08
NM_001376130.1	2913	2672.87	42.4114	0.966023
NM_001376131.1	5999	5758.87	453.244	4.79157
NM_001376132.1	2910	2669.87	8.68392e-07	1.9802e-08
NM_001376133.1	2907	2666.87	2.51915e-06	5.75088e-08
NM_001376134.1	2966	2725.87	29.6001	0.661105
NM_001376135.1	2960	2719.87	1.73121	0.0387512
NM_001376136.1	2857	2616.87	71.2898	1.65855
NM_001376137.1	2854	2613.87	0	0
NM_001376138.1	2873	2632.87	50.0989	1.15846
NM_001376139.1	2813	2572.87	11.3142	0.267725
NM_001376140.1	3042	2801.87	109.423	2.37762
NM_001376141.1	2819	2578.87	0	0
NM_001376142.1	7744	7503.87	1.68293e-06	1.36541e-08
NM_001376143.1	8014	7773.87	0.533491	0.00417803
NM_001376144.1	2729	2488.87	2.58286e-05	6.31803e-07
NM_001376145.1	2780	2539.87	52.9772	1.26987
NM_001376146.1	6475	6234.87	24.6202	0.240407
NM_001376147.1	6412	6171.87	0.067054	0.00066144
NM_001376148.1	6472	6231.87	5.39877	0.0527423
NM_001376149.1	6409	6168.87	0.0143213	0.000141338
NM_001376150.1	7926	7685.87	166.236	1.31678
NM_001376151.1	6255	6014.87	314.472	3.18301
NM_001376152.1	7615	7374.87	0.0620342	0.000512106
NM_001376153.1	6346	6105.87	0.376518	0.00375422
NM_001376154.1	6409	6168.87	143.471	1.41592
NM_001376155.1	4856	4615.87	18.6599	0.246115
NM_001376156.1	4916	4675.87	8.89455e-05	1.1581e-06
NM_001376157.1	7906	7665.87	15.1267	0.120134
NM_001376158.1	8004	7763.87	2.89712e-05	2.2718e-07
NM_001376159.1	8029	7788.87	0.000311039	2.43121e-06
NM_001376160.1	8274	8033.87	75.0692	0.568879
NM_001376161.1	8249	8008.87	8.02218	0.0609822
NM_001376162.1	8024	7783.87	417.35	3.26428
NM_001376163.1	7700	7459.87	0.00141525	1.155e-05
NM_001376164.1	7570	7329.87	0	0
NM_001376165.1	7741	7500.87	54.5006	0.442357
NM_001376166.1	7577	7336.87	112.957	0.937316
NM_001376167.1	7873	7632.87	0.000456008	3.6372e-06
NM_001376168.1	7675	7434.87	0.00011998	9.82468e-07
NM_001376169.1	7787	7546.87	0	0
NM_001376170.1	7945	7704.87	540.904	4.27402
NM_001376171.1	7920	7679.87	53.2014	0.421747
NM_001376172.1	7873	7632.87	8.65227	0.069012
NM_001376173.1	8024	7783.87	2.45257e-05	1.91827e-07
NM_001376174.1	8071	7830.87	52.5071	0.408217
NM_001376175.1	7995	7754.87	0.184494	0.00144841
NM_001376176.1	7750	7509.87	422.012	3.42117
NM_001376177.1	8118	7877.87	0.71142	0.00549794
NM_001376178.1	8093	7852.87	1.53798e-05	1.19235e-07
NM_001376179.1	7848	7607.87	0.0001362	1.08992e-06
NM_001376180.1	7661	7420.87	0	0
NM_001376181.1	7759	7518.87	0	0
NM_001376182.1	7820	7579.87	0	0
NM_001376183.1	7610	7369.87	0.000275063	2.27225e-06
NM_001376184.1	7768	7527.87	43.8781	0.354861
NM_001376185.1	7708	7467.87	7.78106e-08	6.34343e-10
NM_001376186.1	7761	7520.87	0	0
NM_001376187.1	7733	7492.87	140.859	1.14451
NM_001376188.1	7648	7407.87	332.257	2.73063
NM_001376189.1	7771	7530.87	0.991824	0.00801811
NM_001376190.1	7746	7505.87	0.0894056	0.000725181
NM_001376191.1	3201	2960.87	23.4138	0.481432
NM_001376192.1	3005	2764.87	0	0
NM_001376193.1	3142	2901.87	0	0
NM_001376194.2	7916	7675.87	372.505	2.95452
NM_001376195.1	4643	4402.87	0	0
NM_001376219.1	2744	2503.87	586.486	14.2603
NM_001376220.1	2600	2359.87	9.53856	0.246081
NM_001376221.1	2712	2471.87	8.37005e-08	2.06151e-09
NM_001376222.1	2658	2417.87	0	0
NM_001376223.1	5794	5553.87	261.564	2.86725
NM_001376227.1	3118	2877.87	686.719	14.5275
NM_001376228.1	3928	3687.87	0	0
NM_001376229.1	4151	3910.87	79.6638	1.24014
NM_001376230.1	3723	3482.87	137.821	2.40913
NM_001376231.1	2268	2027.87	0	0
NM_001376232.1	2295	2054.87	0	0
NM_001376233.1	2328	2087.87	0	0
NM_001376234.1	3558	3317.87	0	0
NM_001376235.1	3644	3403.87	1.27885e-08	2.28734e-10
NM_001376236.1	3657	3416.87	151.568	2.70061
NM_001376237.1	3569	3328.87	0	0
NM_001376238.1	3503	3262.87	0	0
NM_001376239.1	3602	3361.87	187.737	3.39979
NM_001376240.1	3516	3275.87	421.05	7.82509
NM_001376241.1	3681	3440.87	16.8384	0.29793
NM_001376242.1	3639	3398.87	0	0
NM_001376243.1	3541	3300.87	244.776	4.51463
NM_001376244.1	3467	3226.87	0.100847	0.00190266
NM_001376245.1	3412	3171.87	85.7993	1.64684
NM_001376246.1	3394	3153.87	89.0019	1.71806
NM_001376247.1	3293	3052.87	0	0
NM_001376248.1	3348	3107.87	0	0
NM_001376249.1	3268	3027.87	0	0
NM_001376250.1	3349	3108.87	0.000424285	8.30879e-06
NM_001376251.1	3156	2915.87	0.000835428	1.74431e-05
NM_001376252.1	3323	3082.87	0	0
NM_001376253.1	3300	3059.87	4.66207e-08	9.27595e-10
NM_001376254.1	3107	2866.87	5.00105e-08	1.06203e-09
NM_001376255.1	3155	2914.87	0	0
NM_001376256.1	1244	1003.87	7438.89	451.143
NM_001376258.1	2026	1785.87	121.83	4.15325
NM_001376259.1	2023	1782.87	78.0157	2.66407
NM_001376260.1	2032	1791.87	0.108144	0.00367434
